"","PROVINSI","KABUPATEN","KECAMATAN","subdistrict","VEG.REPRO.corr","VEG.REPRO.lag","VEG.RIPE.corr","VEG.RIPE.lag","REPRO.RIPE.corr","REPRO.RIPE.lag","VEG.planting.corr","VEG.planting.lag","VEG.harvested.corr","VEG.harvested.lag","REPRO.harvested.corr","REPRO.harvested.lag","RIPE.harvested.corr","RIPE.harvested.lag","planting.harvested.corr","planting.harvested.lag"
"63","JAWA BARAT","KARAWANG","TEGALWARU",3215011,0.53952343704841,-4,0.477451141069796,-7,0.655052865866755,-3,0.692280207180381,0,0.483995739166603,-7,0.610856630873753,-3,0.714566051328194,-2,0.578883494771651,-7
"64","JAWA BARAT","KARAWANG","CIAMPEL",3215020,0.213138796485768,-4,0.0199999733292219,-7,0.549305269911456,-2,0.37498325639445,0,0.135876238798224,-7,0.328627686231383,-4,0.48686582791073,-3,0.293130270549723,-7
"65","JAWA BARAT","KARAWANG","TELUKJAMBE TIMUR",3215031,0.173392802869993,-5,0.0330176284783208,-8,0.763692591383165,-3,0.310059527210736,-2,0.261335795275195,-9,0.484079026406255,-5,0.529847323323522,-3,0.471944971474688,-7
"66","JAWA BARAT","KARAWANG","TELUKJAMBE BARAT",3215032,0.30815139026674,-4,0.0558259157449718,-8,0.435483618289302,-3,0.312516708234527,0,0.154586880505433,-8,0.54658674300808,-3,0.665099745218049,0,0.615774860390498,-7
"67","JAWA BARAT","KARAWANG","KLARI",3215040,0.356173945085984,-4,0.115761528596098,-7,0.46866468359692,-3,0.292083829985847,0,0.351417376935084,-5,0.144293140459936,-3,0.19832804760773,0,0.248578580677633,-9
"68","JAWA BARAT","KARAWANG","CIKAMPEK",3215050,0.422203135376305,-4,0.41868969751043,-7,0.499011432863427,-3,0.498216749890649,-2,0.545390856317924,-9,0.591429668432794,-3,0.680732973957364,-1,0.442986530455369,-5
"69","JAWA BARAT","KARAWANG","PURWASARI",3215051,0.534407776257578,-5,0.532349657513391,-7,0.745335364155594,-2,0.621563801468154,0,0.508115165806206,-9,0.732388846946859,-5,0.778826099198908,-2,0.616803356057352,-8
"70","JAWA BARAT","KARAWANG","TIRTAMULYA",3215060,0.603649826172486,-5,0.44511710323969,-8,0.552913225462202,-2,0.72087839328333,0,0.629145126689652,-9,0.605830626054242,-4,0.653184625342977,-2,0.581405099381465,-8
"71","JAWA BARAT","KARAWANG","JATISARI",3215070,0.65217713094082,-4,0.472509169407537,-7,0.63622365219911,-3,0.764397996607939,0,0.611613678210562,-8,0.69693310495907,-5,0.697112617449973,-2,0.469923136358573,-9
"72","JAWA BARAT","KARAWANG","BANYUSARI",3215071,0.588851433177528,-5,0.688833609186266,-7,0.679334353532726,-3,0.749447176294198,0,0.663718241008884,-8,0.817322739256107,-5,0.722534184411452,-1,0.579870344684434,-9
"73","JAWA BARAT","KARAWANG","KOTABARU",3215072,0.638073341908892,-3,0.438445147568161,-7,0.531471273682232,-3,0.714428506386998,0,0.634013039976815,-9,0.594229533254456,-3,0.725484598469329,-1,0.621035696026157,-8
"74","JAWA BARAT","KARAWANG","CILAMAYA WETAN",3215081,0.737701834348429,-5,0.738927331587028,-8,0.822023796446539,-3,0.727066870634059,-1,0.637321700818834,-8,0.745417870548319,-4,0.80224108202908,0,0.6305232151853,-7
"75","JAWA BARAT","KARAWANG","CILAMAYA KULON",3215082,0.645163853355019,-5,0.689570301031212,-8,0.752016782607223,-3,0.734757463659263,-1,0.618512930395975,-8,0.711899373882875,-3,0.810958893228831,0,0.784230707180079,-8
"76","JAWA BARAT","KARAWANG","LEMAHABANG",3215090,0.562268834419631,-5,0.479276050661565,-8,0.593588363906261,-3,0.648709671920265,0,0.588499954087387,-8,0.592642611390829,-3,0.592832210974309,0,0.606189148645344,-8
"77","JAWA BARAT","KARAWANG","TALAGASARI",3215100,0.698830173305047,-5,0.556467135765059,-8,0.679966878736759,-4,0.741035374270236,-1,0.627913754710482,-9,0.644466708000502,-5,0.605952591261445,-1,0.499434200353415,-8
"78","JAWA BARAT","KARAWANG","MAJALAYA",3215111,0.610768485625038,-5,0.515400200425925,-7,0.665345089654393,-3,0.643134536673001,-1,0.421572625641576,-8,0.614546437298869,-3,0.659119902196303,-1,0.517055019653357,-8
"79","JAWA BARAT","KARAWANG","KARAWANG TIMUR",3215112,0.621521553270937,-4,0.504441034104493,-7,0.63562276354791,-3,0.5931133395033,0,0.450807554794409,-8,0.552438014996432,-4,0.674081642318379,-1,0.678344791194504,-8
"80","JAWA BARAT","KARAWANG","KARAWANG BARAT",3215113,0.496048009848366,-5,0.486113500307926,-7,0.659953991010109,-2,0.587950934519041,-1,0.499657533428748,-9,0.537861424752226,-5,0.724843762880456,-1,0.627723844951676,-8
"81","JAWA BARAT","KARAWANG","RAWAMERTA",3215120,0.671916388851439,-4,0.590933507727822,-6,0.754806465649265,-2,0.480052912950594,-1,0.680380422397266,-8,0.656579158350714,-4,0.794875187830329,-1,0.438078553025109,-9
"82","JAWA BARAT","KARAWANG","TEMPURAN",3215130,0.734145097963362,-5,0.703382913200453,-8,0.796926905908892,-3,0.658244698712099,-2,0.613327383905635,-9,0.667283068912408,-4,0.756957200422809,-1,0.497025833112774,-8
"83","JAWA BARAT","KARAWANG","KUTAWALUYA",3215140,0.589338897653409,-4,0.674124915732703,-8,0.715350339947342,-4,0.396804789750647,0,0.554908793697638,-8,0.543636678303577,-4,0.747703598153501,0,0.64694532295873,-8
"84","JAWA BARAT","KARAWANG","RENGASDENGKLOK",3215150,0.381602799431932,-5,0.345612988356562,-7,0.653061405330687,-3,0.188646707815582,-2,0.352279698597445,-9,0.473627278451433,-3,0.32298475206994,0,0.271283449756096,-8
"85","JAWA BARAT","KARAWANG","JAYAKERTA",3215151,0.63933143188254,-4,0.666079640613233,-7,0.814951286223384,-3,0.540298863031811,0,0.434243405194594,-8,0.592277768430917,-4,0.68227336643346,-2,0.738029838749559,-8
"86","JAWA BARAT","KARAWANG","PEDES",3215160,0.66442941417612,-4,0.731760858532217,-7,0.799121621312563,-3,0.653873403555847,0,0.592811187871162,-8,0.679835023965415,-3,0.779675341245886,-1,0.796078141380359,-8
"87","JAWA BARAT","KARAWANG","CILEBAR",3215161,0.630622520414483,-4,0.65755332086648,-7,0.83554445083013,-3,0.695046957505022,0,0.597676427911144,-8,0.824296731118662,-3,0.808505011091025,0,0.801239532924351,-8
"88","JAWA BARAT","KARAWANG","CIBUAYA",3215170,0.584268150971656,-4,0.636549523906808,-7,0.835090547709184,-3,0.678900900584858,0,0.553630494781467,-8,0.801725442665863,-3,0.86344665770859,0,0.789014565223238,-8
"89","JAWA BARAT","KARAWANG","TIRTAJAYA",3215180,0.617592614531283,-4,0.603639923889335,-7,0.776266683923672,-2,0.614541400556534,0,0.625259052109896,-8,0.789652442716603,-4,0.814634539097721,-1,0.786904184645827,-8
"90","JAWA BARAT","KARAWANG","BATUJAYA",3215190,0.609843777497082,-4,0.542467297852226,-7,0.797509715959669,-3,0.557874378792501,0,0.479405863003949,-7,0.819650832363404,-3,0.811459832113105,0,0.836874091805322,-8
"91","JAWA BARAT","KARAWANG","PAKISJAYA",3215200,0.603756823995143,-4,0.573315561680441,-7,0.809388267185698,-3,0.231515076783976,0,0.456976332544084,-7,0.749592552400874,-4,0.790862543485439,-1,0.480788528192559,-9
